date,company,press_release_text,release_type,tone,label
2025-08-19,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-01-20,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bearish,0
2024-12-11,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2025-01-10,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-02-26,Reliance,Reliance reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-10-17,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Other,Bearish,0
2023-12-05,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2025-05-26,Infosys,"Unstoppable growth ahead, Infosys is set to skyrocket with no risk!",Regulatory,Bullish,1
2025-03-07,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Bearish,0
2024-01-20,Reliance,Reliance reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-03-04,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Neutral,0
2024-06-29,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2023-11-13,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Bullish,0
2024-02-20,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Earnings,Neutral,0
2025-01-31,Adani Ports,"Unstoppable growth ahead, Adani Ports is set to skyrocket with no risk!",Expansion,Bullish,1
2024-01-06,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Bearish,0
2025-05-13,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Other,Neutral,0
2025-03-17,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-12-04,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Neutral,0
2025-05-15,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Bullish,0
2024-11-17,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Earnings,Bullish,0
2025-08-16,ICICI Bank,ICICI Bank promises record profits beyond industry norms.,Expansion,Neutral,1
2025-01-13,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-02-04,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Partnership,Bearish,0
2024-03-24,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-07-29,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2025-02-01,Wipro,Wipro announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2023-11-26,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2025-06-27,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2025-01-19,Reliance,Reliance reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2025-03-27,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-04-26,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2024-01-27,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-12-08,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Other,Neutral,0
2025-08-07,Infosys,Infosys reports strategic partnership to enhance growth.,Other,Bullish,0
2024-05-08,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2025-04-10,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2024-11-07,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Bearish,0
2024-06-11,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Partnership,Bullish,0
2025-04-15,Wipro,Wipro announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2024-03-11,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2023-10-10,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bearish,0
2024-04-10,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Other,Bearish,0
2024-09-10,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-11-30,Bharti Airtel,Bharti Airtel guarantees unprecedented returns for all investors!,Partnership,Neutral,1
2024-10-02,Wipro,Wipro guarantees unprecedented returns for all investors!,Earnings,Bullish,1
2025-06-17,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-10-10,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2025-02-07,HDFC Bank,"Unstoppable growth ahead, HDFC Bank is set to skyrocket with no risk!",Other,Neutral,1
2025-01-17,Infosys,Infosys promises record profits beyond industry norms.,Partnership,Bullish,1
2024-09-11,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2025-08-14,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-08-25,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2023-12-22,Reliance,Reliance reports strategic partnership to enhance growth.,Other,Bearish,0
2025-02-03,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Other,Bearish,0
2025-05-19,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2025-02-16,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-06-26,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2023-10-04,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Bullish,0
2024-04-28,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2023-10-01,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Other,Neutral,0
2025-01-13,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2023-11-24,Wipro,Wipro reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-04-01,HDFC Bank,"Unstoppable growth ahead, HDFC Bank is set to skyrocket with no risk!",Regulatory,Bearish,1
2023-10-31,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-11-27,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2023-11-19,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-05-18,Infosys,Infosys announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2025-07-18,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Bearish,0
2023-12-25,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2025-08-26,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-05-24,Bharti Airtel,Bharti Airtel promises record profits beyond industry norms.,Expansion,Bullish,1
2024-03-26,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-11-29,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2024-02-05,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-07-21,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Other,Neutral,0
2025-07-08,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Bullish,0
2023-12-01,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2025-07-03,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2025-01-22,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-09-25,Reliance,"Unstoppable growth ahead, Reliance is set to skyrocket with no risk!",Regulatory,Bearish,1
2024-04-09,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2023-11-02,Wipro,Wipro guarantees unprecedented returns for all investors!,Regulatory,Neutral,1
2024-03-06,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2025-01-05,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-10-19,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-11-30,Tata Motors,"Unstoppable growth ahead, Tata Motors is set to skyrocket with no risk!",Regulatory,Bearish,1
2025-06-24,Infosys,Infosys announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2024-09-30,ICICI Bank,"Unstoppable growth ahead, ICICI Bank is set to skyrocket with no risk!",Earnings,Neutral,1
2025-02-01,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2024-10-28,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-04-08,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-08-30,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-04-23,Reliance,Reliance reports strategic partnership to enhance growth.,Expansion,Neutral,0
2025-06-03,Infosys,Infosys reports strategic partnership to enhance growth.,Expansion,Bearish,0
2025-07-21,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2025-03-27,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Partnership,Neutral,1
2024-01-15,Wipro,Wipro reports strategic partnership to enhance growth.,Other,Neutral,0
2025-01-24,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Other,Bearish,0
2024-05-06,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Bearish,0
2024-12-02,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-08-14,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-10-01,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2025-09-08,Adani Ports,"Unstoppable growth ahead, Adani Ports is set to skyrocket with no risk!",Partnership,Bearish,1
2024-02-21,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-12-10,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-01-27,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2024-05-19,Infosys,Infosys guarantees unprecedented returns for all investors!,Regulatory,Neutral,1
2024-02-28,Reliance,Reliance reports strategic partnership to enhance growth.,Earnings,Neutral,0
2025-02-28,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2024-03-27,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-06-04,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Bullish,0
2024-03-08,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-04-13,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2025-07-22,Infosys,Infosys reports strategic partnership to enhance growth.,Earnings,Bearish,0
2023-09-20,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-02-05,Wipro,Wipro guarantees unprecedented returns for all investors!,Regulatory,Bearish,1
2024-10-20,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-01-18,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2023-10-14,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Expansion,Bearish,0
2023-09-15,Reliance,Reliance reports strategic partnership to enhance growth.,Earnings,Neutral,0
2023-10-31,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Expansion,Bullish,1
2024-10-31,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-01-08,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-12-27,Infosys,Infosys promises record profits beyond industry norms.,Earnings,Bearish,1
2024-09-10,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Other,Neutral,0
2024-03-04,Infosys,Infosys guarantees unprecedented returns for all investors!,Regulatory,Bullish,1
2023-10-18,Reliance,Reliance announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-06-22,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-11-09,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Partnership,Bearish,1
2024-03-11,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-11-13,Reliance,Reliance reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-11-18,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-10-23,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2025-04-13,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-02-23,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-11-06,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-10-17,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2023-09-17,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-01-26,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Neutral,0
2024-03-28,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bullish,0
2025-08-02,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2023-10-02,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2024-11-29,Wipro,Wipro reports strategic partnership to enhance growth.,Other,Bearish,0
2025-02-21,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-07-17,Wipro,Wipro promises record profits beyond industry norms.,Earnings,Bearish,1
2024-11-12,ICICI Bank,ICICI Bank guarantees unprecedented returns for all investors!,Earnings,Bullish,1
2024-07-02,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-08-03,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2023-12-27,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2024-02-08,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2025-05-05,ICICI Bank,"Unstoppable growth ahead, ICICI Bank is set to skyrocket with no risk!",Earnings,Bearish,1
2024-05-06,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Other,Bearish,0
2023-11-02,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-01-19,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Other,Neutral,0
2025-03-04,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Expansion,Neutral,0
